Date,Adj Close
9/17/23,null
9/18/23,5.3
9/19/23,5.31
9/20/23,5.315
9/21/23,5.305
9/22/23,5.305
9/24/23,null
9/25/23,5.313
9/26/23,5.325
9/27/23,5.33
9/28/23,5.308
9/29/23,5.3
10/1/23,null
10/2/23,5.315
10/3/23,5.34
10/4/23,5.335
10/5/23,5.325
10/6/23,5.348
10/8/23,null
10/9/23,5.348
10/10/23,5.323
10/11/23,5.335
10/12/23,5.335
10/13/23,5.328
10/15/23,null
10/16/23,5.328
10/17/23,5.34
10/18/23,5.33
10/19/23,5.31
10/20/23,5.3
10/22/23,null
10/23/23,5.293
