,Stock,fiscalDateEnding,PER,PBV,Acid_test,ATR,CCC,ROA,DER,NPM,EM,Return
12,HLT,2020-06-30,1248.6793908013237,2.3771791681040537,3.2237017310252996,0.1940772078265468,754.9605681665128,0.0019037546271813855,0.983011744966443,0.009809264305177113,1.983011744966443,0
13,HLT,2020-03-31,120.1001730782645,2.212138752625649,3.3002754820936637,0.280917798126513,806.6399712751344,0.018419113777497106,0.9597772277227723,0.06556762832521544,1.9597772277227723,0
14,HLT,2019-12-31,118.04611897468567,3.5968347719751876,4.074675324675325,0.24301735082522216,773.2224167138485,0.03046974185357596,0.9907329401853412,0.12538093164997824,1.9907329401853413,1
15,HLT,2019-09-30,109.96257635263296,3.3148138958474864,38.80511019283747,0.27594202898550724,762.2320847937164,0.030144927536231884,0.8169370128502212,0.1092436974789916,1.8169370128502211,0
16,HLT,2019-06-30,193.92631487303143,3.396182415200506,26.970165289256197,0.2334293948126801,797.4156486329261,0.017512746619374863,0.760390243902439,0.07502374169040836,1.760390243902439,1
17,HLT,2019-03-31,116.49262925556728,2.91491833704726,26.970165289256197,0.2873100983020554,819.1793616570056,0.025022341376228777,0.7776012708498808,0.08709175738724728,1.777601270849881,0
18,HLT,2018-12-31,140.6534603731132,2.662521685025045,26.970165289256197,0.25099322271558777,914.0869565217392,0.018929656461790137,0.8623993032876116,0.07541899441340782,1.863270193773133,0
0,HOLX,2023-06-30,109.31876595014839,2.213320085258286,30.639340962068236,0.09511675315048183,1014.9778222243297,0.020246478873239437,0.8668050510292337,0.21285923039454457,1.8668050510292338,1
1,HOLX,2023-03-31,127.46637725015842,2.1876727810861514,12.466386554621849,0.09837897243337301,952.5002710353527,0.01716274384101108,0.9466928151185594,0.17445540867622417,1.9466928151185594,0
2,HOLX,2022-12-31,185.9220663840367,2.095418655505617,76.11111111111111,0.0905051272312951,952.5491377301496,0.011270413976452716,0.985296889726673,0.12452790600083928,1.985296889726673,0
3,HOLX,2022-09-30,83.61610773357117,1.8216252390640648,14.88888888888889,0.09564097672644029,853.8777460274348,0.021785578023655095,1.05932036927912,0.22778498055250823,2.05932036927912,0
4,HOLX,2022-06-30,45.47004808530961,1.9818939179794917,15.462857142857143,0.1373218555714969,638.3648207385445,0.04358680057388809,1.0411948457633737,0.3174061433447099,2.0411948457633735,1
5,HOLX,2022-03-31,46.16586520121648,2.231625826323934,5.919964430473986,0.14245182531228817,603.1436226859719,0.04833930473516026,1.003686457120683,0.3393379104071783,2.003686457120683,1
6,HOLX,2021-12-31,70.31970578678623,2.1598429951139946,3.7342858872153153,0.12298925735637553,630.1289229989904,0.030714619336758522,0.9864538875487103,0.24973416375512683,1.9864538875487103,0
7,HOLX,2021-09-30,83.41823670366992,2.1317728777289013,21.646153846153847,0.11136211991230578,664.9339368362819,0.025555237822895815,1.1211079660331582,0.22947872977831035,2.121107966033158,0
8,HOLX,2021-06-30,32.63829572146117,1.9442354654619203,13.282926829268293,0.14787459126755145,552.4863446549102,0.05956914791306021,1.1617463617463617,0.4028355879292404,2.1617463617463617,0
9,HOLX,2021-03-31,34.7197722104262,2.3450381602535124,8.687898089171975,0.16640479636138103,549.9206073790117,0.06754186479222658,1.0137385512073271,0.4058889303019009,2.0137385512073274,1
10,HOLX,2020-12-31,45.15902849098831,2.314945524078398,35.93333333333333,0.13991897787472732,627.1345979719437,0.05126207541290122,0.9755797250153909,0.366369710467706,1.975579725015391,0
11,HOLX,2020-09-30,150.58086786801516,2.1516059477474614,62.475,0.0862036455059711,857.5017543637371,0.014288707311963127,0.9164826340092351,0.16575525580264916,1.9164826340092351,0
12,HOLX,2020-06-30,185.18987341772151,1.856795346377578,3.2237017310252996,0.07996827075621364,850.1476087741985,0.01002644103648863,0.983011744966443,0.12538024070890094,1.983011744966443,0
13,HOLX,2020-03-31,28.203731277805957,1.1452478188588084,3.3002754820936637,0.08951689295863594,744.7934831880116,0.040606251973476476,0.9597772277227723,0.45361552028218693,1.9597772277227723,0
14,HOLX,2019-12-31,-130.63068596843766,1.7068228646955195,4.074675324675325,0.09159966144731274,613.2115827556361,-0.013066017774016081,0.9907329401853412,-0.14264264264264265,1.9907329401853413,1
15,HOLX,2019-09-30,166.68690649973064,1.8147131038057631,26.970165289256197,0.09882898550724638,674.5886348031236,0.01088695652173913,0.8169370128502212,0.11015954950727358,1.8169370128502211,0
16,HOLX,2019-06-30,-55.841306475095685,1.687246746299167,26.970165289256197,0.0907115938816227,526.6013581945158,-0.03021502992684549,0.760390243902439,-0.333088954056696,1.760390243902439,0
17,HOLX,2019-03-31,156.0973680043559,1.7193030032651353,26.970165289256197,0.09279490616621984,677.0796807169354,0.011014298480786416,0.7776012708498808,0.11869507644155532,1.777601270849881,1
18,HOLX,2018-12-31,262.06335660726717,1.5464126558386295,26.970165289256197,0.09505725636831035,267.8899082568807,0.005900911427903716,0.8623993032876116,0.06207744314689613,1.863270193773133,0
0,HON,2023-06-30,43.67240539069156,5.641153920925132,13.700905687638695,0.8211638250555967,90.52155822515847,0.12916975537435138,0.8668050510292337,0.15730083502595352,1.8668050510292338,1
1,HON,2023-03-31,54.92634727770026,5.125922509018826,12.466386554621849,0.837897243337302,84.58521440225789,0.09332356442897702,0.9466928151185594,0.11137829270958574,1.9466928151185594,0
2,HON,2022-12-31,40.08808283461738,5.907396938789041,76.11111111111111,0.848746676794531,83.88471542161832,0.14736042537030003,0.985296889726673,0.17362121042622217,1.985296889726673,1
3,HON,2022-09-30,38.38453358492144,4.616834877011249,14.88888888888889,0.8518695154521175,77.12848734559915,0.12027851964898893,1.05932036927912,0.14119359534206696,2.05932036927912,0
4,HON,2022-06-30,44.65918638844969,4.843951923912191,15.462857142857143,0.8013390722142516,75.6932816979602,0.10846484935437589,1.0411948457633737,0.13535449988063977,2.0411948457633735,1
5,HON,2022-03-31,39.63209200306099,5.480258291892233,21.71514279440827,0.8356734772925342,70.04592110913588,0.13827829960298246,1.003686457120683,0.16546929316338355,2.003686457120683,1
6,HON,2021-12-31,48.302493706144034,5.6717640904832365,21.206282890212318,0.7911256422232602,73.66586808091613,0.11742176553012611,0.9864538875487103,0.14842366277010272,1.9864538875487103,1
7,HON,2021-09-30,43.1831049992488,5.8861729243090055,21.646153846153847,0.8383376227242398,66.89793683797865,0.13630731102850063,1.1211079660331582,0.1625923820352473,2.121107966033158,1
8,HON,2021-06-30,44.53755857364732,6.112242362434577,13.282926829268293,0.8125601077130218,65.44168031329613,0.13723793037122523,1.1617463617463617,0.16889572730500652,2.1617463617463617,1
9,HON,2021-03-31,46.38855216255778,6.516646928769487,8.687898089171975,0.919991730411412,61.431903602132095,0.14047963613810213,1.0137385512073271,0.15269662921348315,2.0137385512073274,0
10,HON,2020-12-31,81.40147238859714,6.409298438823791,35.93333333333333,0.8241404383504727,72.42474769901595,0.07873688584190298,0.9755797250153909,0.09553819006806151,1.975579725015391,0
11,HON,2020-09-30,44.398687187992344,5.027758312405167,62.475,0.8063063063063063,68.66076275838329,0.11324114812486906,0.9164826340092351,0.1404443289593348,1.9164826340092351,0
12,HON,2020-06-30,26.42953226763866,4.419364411965809,3.2237017310252996,0.9263881544156531,59.0985004961571,0.16721311475409836,0.983011744966443,0.18050005708414202,1.983011744966443,0
13,HON,2020-03-31,24.731266202450406,4.065912831094362,3.3002754820936637,0.9994737396063572,53.43234912096621,0.16440374697400273,0.9597772277227723,0.16449031171019377,1.9597772277227723,0
14,HON,2019-12-31,31.199204646895087,5.36050659612332,4.074675324675325,0.9842361404993653,55.28467020097534,0.17181548878544223,0.9907329401853412,0.1745673438675696,1.9907329401853413,1
15,HON,2019-09-30,31.37644238629796,5.605924373018569,10.94594648131303,1.087768115942029,49.99887630002223,0.17866666666666667,0.8169370128502212,0.1642506928160307,1.8169370128502211,0
16,HON,2019-06-30,35.8495190830554,5.626570496742014,26.976450478814115,0.9807138106849922,50.89809443148709,0.1569496785635114,0.760390243902439,0.16003616636528029,1.760390243902439,1
17,HON,2019-03-31,26.803048044633616,5.152820116712964,20.955806296438226,1.0867962466487935,45.07748076654082,0.19224754244861483,0.7776012708498808,0.17689382259224998,1.777601270849881,0
18,HON,2018-12-31,16.52073929838078,4.513377948073646,54.44480184005662,1.2627950455713952,11.388949079089922,0.2731946716522552,0.8623993032876116,0.2163412602942537,1.863270193773133,0
0,HPE,2023-06-30,11.773158374585602,0.4560026131001466,26.970165289256197,0.6461267605633803,230.62782413302133,0.03873239436619718,0.8668050510292337,0.05994550408719346,1.8668050510292338,0
1,HPE,2023-03-31,9.278215237006457,0.4257153433226701,12.466386554621849,0.7151753823610221,213.22982608525948,0.045883322648594196,0.9466928151185594,0.06415674222051479,1.9466928151185594,0
2,HPE,2022-12-31,-15.136070471060904,0.4368937925562585,76.11111111111111,0.7473414356247626,137.28184541930068,-0.028864413216862894,0.985296889726673,-0.03862279252953881,1.985296889726673,0
3,HPE,2022-09-30,8.41123520307844,0.32813765719754695,14.88888888888889,0.6630103014116749,194.57844440978445,0.03901182754673788,1.05932036927912,0.05884045461084736,2.05932036927912,0
4,HPE,2022-06-30,15.24722409439087,0.3645916808797434,15.462857142857143,0.6420851267336203,169.9885252746331,0.02391200382592061,1.0411948457633737,0.037241173841799494,2.0411948457633735,1
5,HPE,2022-03-31,9.318193915294625,0.4628869447609318,5.919964430473985,0.6740582937929699,175.23584067376686,0.0496756076304832,1.003686457120683,0.07369630800172389,2.003686457120683,1
6,HPE,2021-12-31,1.7658097998936224,0.42112213163273404,3.7342858872153153,0.6869687062120504,150.49248582918165,0.2384866884633349,0.9864538875487103,0.34715800924666845,1.9864538875487103,0
7,HPE,2021-09-30,10.345929848904513,0.38657940146511954,21.646153846153847,0.6574206462682299,163.5896381578947,0.037365360785435134,1.1211079660331582,0.056836305640133394,2.121107966033158,0
8,HPE,2021-06-30,15.89018322049881,0.39580279420169184,13.282926829268293,0.6443546835929986,159.32862413364535,0.02490863627620696,1.1617463617463617,0.03865671641791045,2.1617463617463617,1
9,HPE,2021-03-31,19.902165353030902,0.4587743305484692,8.687898089171975,0.7063262352697953,154.80173349756538,0.023051478188960098,1.0137385512073271,0.03263573832869896,2.0137385512073274,1
10,HPE,2020-12-31,21.17909763117505,0.3453950688786208,35.93333333333333,0.7487275371351407,83.7765457080209,0.01630829957411447,0.9755797250153909,0.021781354051054386,1.975579725015391,0
11,HPE,2020-09-30,292.07012939453125,0.2753646725906957,62.475,0.7140163419233186,173.84490536971833,0.0009428032683846638,0.9164826340092351,0.0013204225352112676,1.9164826340092351,0
12,HPE,2020-06-30,-3.272528435803505,0.2841613797773324,3.2237017310252996,0.6355367530407192,125.85026191584998,-0.08683236382866208,0.983011744966443,-0.1366283907472125,1.983011744966443,1
13,HPE,2020-03-31,8.020097600805151,0.2810959373821824,3.3002754820936637,0.7313966950847279,148.8187909529638,0.03504894221660878,0.9597772277227723,0.04792056410994388,1.9597772277227723,0
14,HPE,2019-12-31,8.961067581176758,0.45506902655150694,4.074675324675325,0.7633305120609395,75.08866054262155,0.05078290308929327,0.9907329401853412,0.06652806652806653,1.9907329401853413,1
15,HPE,2019-09-30,-151.7157349763093,0.47493621383888135,26.970165289256197,0.8367536231884058,108.14759858781551,-0.003130434782608696,0.8169370128502212,-0.003741166689760288,1.8169370128502211,0
16,HPE,2019-06-30,9.77773881015459,0.45409804494067535,26.970165289256197,0.792507204610951,129.66523125996812,0.0464420305918865,0.760390243902439,0.058601398601398604,1.760390243902439,0
17,HPE,2019-03-31,23.774790456739524,0.47007796144357633,26.970165289256197,0.843722073279714,127.6893092732923,0.019772117962466487,0.7776012708498808,0.023434396928372833,1.777601270849881,1
18,HPE,2018-12-31,-4.784760821605768,0.42323719817195216,26.970165289256197,0.9284879644776817,15.267973856209153,-0.08845524655293292,0.8623993032876116,-0.09526805940095645,1.863270193773133,0
0,HPQ,2023-06-30,18.43705518044975,0.8319909074202213,41.532332415059685,1.281319495922906,57.65015432885103,0.045126019273535954,0.8668050510292337,0.03521839745444027,1.8668050510292338,1
1,HPQ,2023-03-31,-4267.956153869629,0.7817485399523086,12.466386554621849,1.3555270629178495,53.22684989837929,-0.00018316695668101475,0.9466928151185594,-0.00013512600499966218,1.9466928151185594,0
2,HPQ,2022-12-31,6.895937957968213,0.7326770390207397,76.11111111111111,1.3923281428028864,51.347509383023436,0.10624762628180782,0.985296889726673,0.07630932896890344,1.985296889726673,0
3,HPQ,2022-09-30,7.115733001708984,0.6787231020325243,14.88888888888889,1.5728729492560092,42.3104060524266,0.09538344143456697,1.05932036927912,0.06064281382656155,2.05932036927912,0
4,HPQ,2022-06-30,8.629888042780138,0.8964187866532022,15.462857142857143,1.6286944045911047,38.12652775563093,0.10387374461979913,1.0411948457633737,0.06377730796335447,2.0411948457633735,1
5,HPQ,2022-03-31,3.3389129343245174,1.0019648671900532,21.479491348759645,1.6146993318485523,37.372583283302426,0.3000871501888254,1.003686457120683,0.18584707646176912,2.003686457120683,1
6,HPQ,2021-12-31,9.687376958798845,1.0026729257682505,15.897949556878984,1.428211116300794,41.33239737349781,0.10350303596450257,0.9864538875487103,0.07247040355811368,1.9864538875487103,1
7,HPQ,2021-09-30,6.326359101149469,0.7405174889154083,21.646153846153847,1.513392431608045,37.59177694770406,0.11705271184825088,1.1211079660331582,0.0773445865087863,2.121107966033158,0
