Stock,fiscalDateEnding,PER,PBV,Acid_test,ATR,CCC,ROA,DER,NPM,EM,Return
AEP,3/31/22,52.64107241748237,2.747000476980851,5.919964430473985,0.3932797521061296,-2177.907612,0.052183596397792194,1.003686457120683,0.13268823558378884,2.003686457120683,1
GD,3/31/22,73.03087090243812,6.732389764609382,28.37368663060198,1.0286627287692456,154.8338568707956,0.092185533,1.003686457120683,0.089616869,2.003686457120683,1
PEAK,6/30/22,101.56918769224801,0.6957125048498284,15.462857142857143,0.047668293,1292.9202565508494,0.006849641,1.0411948457633737,0.14369386723170643,2.0411948457633735,1
GPN,3/31/20,424.7723748575589,4.594659189991719,3.3002754820936637,0.20921587201347228,1194.4167848994903,0.010816756130933585,0.9597772277227723,0.051701412645389785,1.9597772277227723,0
PEP,12/31/21,22.50284820666416,4.675042915611499,25.470572847037563,1.8859411489957965,37.302151998086885,0.20775338626809903,0.9864538875487103,0.11015899747387191,1.9864538875487103,1
KIM,12/31/22,103.95352060505127,0.5720207304543431,76.11111111111111,0.041151063425750097,2287.3974074699313,0.005502659,0.98529689,0.13371850217926504,1.985296889726673,1
PRU,6/30/19,27.62117862292114,2.8533516378366772,21.863136099123885,1.6726889824872533,25.40063493022998,0.10330303702061627,0.760390244,0.061758664104433106,1.760390243902439,1
HBAN,9/30/22,6.856412232917403,0.3524996369269821,14.88888888888889,0.16825639069057613,440.3650225643629,0.051411674933231594,1.059320369,0.3055555555555556,2.059320369,0
NOC,3/31/21,287.48015108975494,9.806538128966213,8.687898089171975,1.055612983254083,97.94707906664428,0.034112053,1.0137385512073271,0.032314924,2.0137385512073274,0
KEYS,12/31/21,221.1560934,5.825877472308683,5.8971286000580285,0.12087809434843531,527.7517892477777,0.026342830453059317,0.9864538875487103,0.21792890262751158,1.9864538875487103,1
IQV,6/30/21,346.33472744923716,7.061258147647459,13.282926829268293,0.3160223119830737,168.35853226604962,0.020388536256972494,1.1617463617463617,0.064516129,2.1617463617463617,1
MA,12/31/18,31.112755862331944,6.9038470884048095,30.775839826839825,0.4554802523954195,66.44753476611882,0.22189763963542883,0.8623993032876116,0.48717290918419703,1.863270193773133,0
ATVI,3/31/21,54.54229815769758,2.8697570562609123,8.687898089171975,0.2465371097787885,353.30551720611544,0.052615257,1.0137385512073271,0.21341719077568133,2.0137385512073274,0
EL,3/31/20,85.93670802227685,5.038074557247469,3.3002754820936637,0.5461530365224713,100.37292987649323,0.058625407851805075,0.9597772277227723,0.10734245519367894,1.9597772277227723,0
NVDA,6/30/21,31.64819112,5.8195173524393216,13.282926829268293,0.5444316214656665,135.41432122256577,0.18388151567609157,1.1617463617463617,0.33774951422010246,2.1617463617463617,0
CBRE,3/31/22,39.67675781355843,2.658661662914682,5.765084461957653,0.8279478067202479,73.83606683166846,0.067008037,1.003686457120683,0.080932683,2.003686457120683,1
KEY,12/31/21,9.899698769,0.5964788142012303,3.7342858872153153,0.17020084072863148,387.47037043104996,0.060252218589444184,0.9864538875487103,0.354006586,1.9864538875487103,1
DFS,9/30/20,-45.52760106,1.7550971284742853,62.475,0.065053426,597.4588954322071,-0.038550178,0.9164826340092351,-0.592592593,1.9164826340092351,0
IEX,6/30/22,380.99701145717074,5.101825117551784,15.462857142857143,0.071841224,988.8146886931636,0.013390722142515544,1.0411948457633737,0.1863932898415657,2.0411948457633735,0
AIZ,12/31/20,-1311.190341,4.113217856364668,35.93333333333333,0.24687857068661057,232.5784849335783,-0.00313701,0.9755797250153909,-0.012706694,1.975579725015391,0
LRCX,3/31/19,93.86001971699868,5.964336630486291,41.10091295116773,0.27987823949955315,199.28491195818248,0.063545018,0.7776012708498808,0.22704522504759586,1.777601270849881,0
NOC,3/31/20,-216.487808,9.319388852622833,3.3002754820936637,0.9179033785917272,146.1174005538831,-0.0430481,0.9597772277227723,-0.046898291,1.9597772277227723,0
ICE,6/30/20,41.58655066856971,2.8589379095262095,3.2237017310252996,0.21607615018508725,388.20864628020223,0.068746695,0.983011745,0.31815956926089084,1.983011744966443,0
KEY,9/30/22,8.365240229450963,0.42528357900585306,14.88888888888889,0.170927127,420.86374536875087,0.050839374,1.059320369,0.2974330357142857,2.059320369,0
MRNA,3/31/23,31.030498663475896,4.163355668283926,12.466386554621849,0.46561040388313946,185.7480235655446,0.1341697957688433,0.9466928151185594,0.2881589299763965,1.9466928151185594,1
FOX,3/31/21,45.813153215817046,1.060796601234548,8.687898089171975,0.42247260698780237,351.5792714514008,0.023154848046309694,1.0137385512073271,0.054807927575238564,2.0137385512073274,0
HRL,6/30/21,59.76840323567781,1.309990273688614,13.282926829268293,0.2499358530486632,208.52359740711833,0.021917772648586267,1.1617463617463617,0.087693592,2.1617463617463617,1
MAA,9/30/19,571.1314768,4.100028713060462,26.970165289256197,0.047233623,1700.1711284744235,0.007178783,0.8169370128502212,0.15198458479589583,1.8169370128502211,0
MMM,9/30/21,31.788555776040386,4.617839958315274,21.646153846153847,0.8531121914021542,76.85099390198425,0.14526737203317128,1.1211079660331582,0.17027932960893855,2.121107966033158,0
LH,6/30/19,248.51701308941017,5.112475906605468,28.803387503761837,0.30937707825315897,169.64968422221597,0.020571935,0.760390244,0.066494698,1.760390243902439,1
NCLH,9/30/21,-11.27508185,0.7714354897145377,21.646153846153847,0.000416357,93967.65105835053,-0.068419502,1.1211079660331582,-164.3289835,2.121107966033158,1
AVGO,12/31/18,58.26944087101863,8.143287132710713,12.630902246425316,0.5916101892965646,43.011456628477916,0.1397522785697593,0.8623993032876116,0.23622358285601422,1.863270193773133,0
PEP,3/31/21,21.84711445960895,4.166624579,8.687898089171975,2.3211701467851973,30.16697506102001,0.1907173868100062,1.0137385512073271,0.082164329,2.0137385512073274,0
IDXX,6/30/20,909.3446227470083,10.755079971224715,3.2237017310252996,0.066243892,1086.9193104958931,0.011827287149656267,0.983011745,0.17854154958361007,1.983011744966443,0
PKG,9/30/20,538.2638658796037,3.197104671629325,62.475,0.1583385711292688,337.4487816341157,0.005939661,0.9164826340092351,0.037512405,1.9164826340092351,0
L,12/31/22,131.95449154193585,1.628758440984776,76.11111111111111,0.32861754652487657,202.37047994221012,0.012343334599316368,0.98529689,0.037561398439757296,1.985296889726673,1
META,3/31/21,8.007099530054866,9.285884807,8.687898089171975,2.8881538143477363,39.21080715874571,1.1597064296051272,1.0137385512073271,0.40153901216893345,2.0137385512073274,0
DHI,6/30/19,37.18059835154346,1.4477437597979623,28.803387503761837,0.45762580359122146,110.84643478952296,0.038938151185989804,0.760390244,0.085087316,1.760390243902439,0
DG,3/31/21,93.41706687939153,6.206653485348433,8.687898089171975,0.8698081455447592,64.42158913902074,0.066440252,1.0137385512073271,0.076384951,2.0137385512073274,0
CTSH,12/31/22,26.471149856979782,1.5809298575807333,76.11111111111111,0.46116597037599694,153.30773043257415,0.05972275,0.98529689,0.12950380893555694,1.985296889726673,0
BXP,3/31/19,234.67343322697607,3.893633865,26.970165289256197,0.078770889,878.6883376384569,0.016591711349419124,0.7776012708498808,0.2106325258063098,1.777601270849881,1
ABT,6/30/21,18.7458398,3.232476511238217,13.282926829268293,0.992306213,55.485962433098976,0.17243700711675322,1.1617463617463617,0.17377398720682302,2.1617463617463617,0
ALL,6/30/22,55.342999175100616,3.4936757011541277,15.462857142857143,1.1799139167862267,129.1838844991703,0.06312769,1.0411948457633737,0.053501945525291826,2.0411948457633735,1
OMC,9/30/22,51.83680861743528,1.7226196225023325,14.88888888888889,0.34025181228538726,192.14997188082643,0.033231590995803126,1.059320369,0.097667638,2.059320369,0
CDNS,12/31/18,140.96699342113308,1.6359616560645125,26.970165289256197,0.061613811638233235,724.2013599443345,0.011605281607852302,0.8623993032876116,0.1883551966561159,1.863270193773133,0
AEP,6/30/21,41.14953834865404,2.2755322706747525,13.282926829268293,0.41172340834775917,646.4649073628727,0.055299096,1.1617463617463617,0.13431127513956692,2.1617463617463617,1
CI,6/30/20,-276.9151694,5.828251583,3.2237017310252996,0,929.5499441363606,-0.021047065,0.983011745,-0.048163696,1.983011744966443,1
NI,9/30/20,-1301.871032,0.6409798711444655,62.475,0.1008485229415462,797.1009368946591,-0.000492353,0.9164826340092351,-0.004882102,1.9164826340092351,0
KDP,12/31/21,20.0720159,0.9937569758536826,10.106017488946916,0.29276039234002804,200.15759341530898,0.049509575,0.9864538875487103,0.1691129546904914,1.9864538875487103,0
AWK,3/31/21,302.33779117978855,4.531629080118806,8.687898089171975,0.099235063,3374.763731060605,0.014988629315691544,1.0137385512073271,0.15104166666666666,2.0137385512073274,0
ORLY,6/30/23,545.2150796,26.113185359426037,33.49677685950413,0.3396380652335063,215.65523644978256,0.0478952,0.8668050510292337,0.1410183517425507,1.8668050510292338,1
MAS,9/30/20,72.07217293126241,1.691197018290675,62.475,0.18133249528598366,307.52157256225485,0.023465325790907186,0.9164826340092351,0.1294049682264587,1.9164826340092351,1
ALGN,12/31/22,855.7840192498335,5.907282396454889,76.11111111111111,0.08453741,1228.1047680411157,0.006902773,0.98529689,0.081653466,1.985296889726673,0
BSX,9/30/20,-80.31897767,1.2368415794156769,62.475,0.20029331657238633,264.2515207639696,-0.01539912,0.9164826340092351,-0.076882845,1.9164826340092351,1
ATO,9/30/20,232.26621484518841,2.866003531618436,62.475,0.051644144144144144,6778.4130604565935,0.012339304420699769,0.9164826340092351,0.23892940090670292,1.9164826340092351,0
ETSY,6/30/19,616.0514791921046,2.156316743671854,26.970165289256197,0.018769563,4142.816587290148,0.003500222,0.760390244,0.18648391687679744,1.760390243902439,1
FTNT,3/31/23,62.690120232644695,1.8016448144522306,12.466386554621849,0.1124004029673047,693.3885917058565,0.028738895503251212,0.9466928151185594,0.25568320703984354,1.9466928151185594,0
ETSY,6/30/22,254.21024197537218,2.0937149427314514,15.462857142857143,0.055405643,1695.1345004289526,0.008236155,1.0411948457633737,0.14865191466442015,2.0411948457633735,0
C,12/31/18,3.0618726036240145,1.6536544956707402,41.88970502397332,2.148749707875672,53.252279635258354,0.540079458,0.8623993032876116,0.2513459133177443,1.863270193773133,0
HES,9/30/19,-2937.263915,2.0433140276480413,26.970165289256197,0.1967536231884058,1594.8996576907032,-0.000695652,0.8169370128502212,-0.003535651,1.8169370128502211,0
CAH,12/31/19,-2.80593991,1.4611549131253792,4.074675324675325,3.9505924672027084,13.081598642330372,-0.520736352,0.9907329401853412,-0.131812217,1.9907329401853413,1
BG,12/31/19,-10.72082147,1.687746757478266,4.074675324675325,1.0921498095641133,45.784081391649664,-0.157427,0.9907329401853412,-0.144144144,1.9907329401853413,1
NVR,3/31/23,3626.834391725561,151.05487889515982,12.466386554621849,0.24839106145251397,208611.3492862942,0.041649235,0.9466928151185594,0.16767606303706756,1.9466928151185594,0
ORLY,9/30/22,360.9674609429182,19.85803059647439,14.88888888888889,0.3467485692483785,192.48397921763305,0.055013354,1.059320369,0.15865488299216132,2.059320369,0
MTD,6/30/23,2053.5053778209435,35.85376244637593,26.970165289256197,0.086058006,1146.5640272715611,0.017459785025945144,0.8668050510292337,0.2028839134395276,1.8668050510292338,1
MSCI,12/31/21,1070.2269898452585,16.983267643806926,3.7342858872153153,0.044368239,2514.3762216727846,0.015868846333489024,0.9864538875487103,0.35766229719430187,1.9864538875487103,1
KHC,12/31/21,13.733895055919195,0.9403965507696188,3.7342858872153153,0.5544138253152733,103.2205364882849,0.068472676,0.9864538875487103,0.12350463352990733,1.9864538875487103,0
EA,6/30/23,-3183.431759,3.5397684494595425,26.970165289256197,0.17364714603409934,781.2663896935509,-0.001111935,0.8668050510292337,-0.006403415,1.8668050510292338,1
LIN,12/31/20,110.62232979910715,8.043588953918666,35.93333333333333,0.7081126,89.30826758164534,0.072712164,0.9755797250153909,0.10268446530731994,1.975579725015391,0
AEE,3/31/20,216.0930914627878,2.1607034721571248,3.3002754820936637,0.14051152510262077,515.2163741,0.009998947,0.9597772277227723,0.071161049,1.9597772277227723,1
FOX,3/31/20,22.455613962809245,0.7090500146134905,3.3002754820936637,0.39764235343648036,375.3046162,0.031575623618566466,0.9597772277227723,0.079407094,1.9597772277227723,0
CLX,12/31/20,137.68718504388647,5.935408932503676,35.93333333333333,0.19642671652643606,325.79074983693977,0.043107926,0.9755797250153909,0.21946060285563193,1.975579725015391,1
MPC,12/31/21,26.662830561657117,1.7285384782615636,10.737389696854411,3.0061653432975244,18.674291011059495,0.064829519,0.9864538875487103,0.02156552,1.9864538875487103,0
MSFT,9/30/20,5.6467637816532825,6.626340653894833,62.475,3.9841818562748794,16.800497359023773,1.1734758013827782,0.9164826340092351,0.294533694,1.9164826340092351,0
LMT,3/31/19,67.62830476387919,9.465847393782465,21.801397174225524,1.6098078641644324,30.992256952957725,0.1399687220732797,0.7776012708498808,0.086947471,1.777601270849881,0
ODFL,9/30/22,194.94010858711906,6.992816306488607,14.88888888888889,0.15904692865318582,491.80066834101905,0.035871614,1.059320369,0.225541066,2.059320369,0
HUM,12/31/19,160.2204921595071,11.679212769562039,4.074675324675325,1.7182606855691918,84.66670813500195,0.072894625,0.9907329401853412,0.042423496,1.9907329401853413,1
INTU,9/30/19,-1821.15002,9.290504451143569,26.970165289256197,0.1152463768115942,761.1586959479293,-0.005101449,0.8169370128502212,-0.044265594,1.8169370128502211,1
NWL,12/31/19,-7.977807843,0.5283651830178421,4.074675324675325,0.25508887008040626,203.51831204264982,-0.066229369,0.9907329401853412,-0.259632533,1.9907329401853413,1
BBY,12/31/18,52.41795949557198,1.6966317808218552,26.970165289256197,1.120588922645478,14.467382328654008,0.032367376,0.8623993032876116,0.028884254431699688,1.863270193773133,0
MNST,9/30/22,47.08106476624946,1.2275925090139215,14.88888888888889,0.15788372758489128,478.3527808482133,0.026074017550553222,1.059320369,0.16514695940741386,2.059320369,0
LYV,12/31/22,56.92635726922377,1.9534085994884174,76.11111111111111,0.5842703190277251,118.22657713772925,0.03431466,0.98529689,0.058730794575800736,1.985296889726673,0
OKE,6/30/20,-56.69141081,0.8505630315642455,3.2237017310252996,0.22598328926493919,270.54842350803915,-0.015003384,0.983011745,-0.066391566,1.983011744966443,1
PM,6/30/21,11.024497910113844,2.5636887811747715,13.282926829268293,2.6482015772263896,66.01060689,0.23254472013848818,1.1617463617463617,0.087812318,2.1617463617463617,1
MPWR,3/31/21,2467.657561500872,10.939676435816404,8.687898089171975,0.024089622,2953.396943920042,0.004433223,1.0137385512073271,0.18403041498779196,2.0137385512073274,0
ETN,12/31/18,47.49256742917574,2.3085893959496504,28.96669555869112,0.6245618135078289,29.22435362802336,0.048609488,0.8623993032876116,0.077829747,1.863270193773133,0
AME,9/30/21,160.0391628878274,3.5342401314163534,21.646153846153847,0.13019769326089028,436.9882254972499,0.022083595,1.1211079660331582,0.16961587344352166,2.121107966033158,0
AAPL,12/31/22,1.8419242200920016,3.6238617322945657,76.11111111111111,8.480725408279529,8.955069566888564,1.9674325864033422,0.98529689,0.23198871460719445,1.985296889726673,0
FLT,3/31/22,332.0740932053569,7.235208605,5.919964430473986,0.077685194,2514.0285059786415,0.021787935,1.003686457120683,0.2804644408573334,2.003686457120683,1
APH,6/30/21,61.43575457693304,1.9474153403113224,13.282926829268293,0.22861127139834583,246.49037467549752,0.031698404,1.1617463617463617,0.13865634596777587,2.1617463617463617,0
ELV,3/31/21,193.02860737712328,10.994290124539479,8.687898089171975,3.2896423402935704,14.78435559316147,0.056956791399627865,1.0137385512073271,0.017313976872800403,2.0137385512073274,0
JKHY,12/31/22,481.1775267595759,4.867924828969432,76.11111111111111,0.05011185,1592.317617196461,0.010116691986327383,0.98529689,0.20188223078642914,1.985296889726673,1
CMI,3/31/21,54.39565452558867,7.652727497,8.687898089171975,0.6026462683481497,97.21156052347658,0.14068637585280133,1.0137385512073271,0.23344768439108063,2.0137385512073274,1
IFF,6/30/19,373.9016619065051,4.5102354204858175,26.970165289256197,0.1438042562624695,393.8199082957617,0.012062624695189537,0.760390244,0.083882251,1.760390243902439,1
MDT,9/30/20,60.77081687,3.1002920403711305,62.475,0.6637335009428033,83.18596316,0.051016132,0.9164826340092351,0.076862374,1.9164826340092351,0
FOXA,3/31/19,1362.3098516464233,1.2174350774320137,26.970165289256197,0.4002457551385165,409.51555591462596,0.000893655,0.7776012708498808,0.002232766,1.777601270849881,0
ECL,12/31/19,123.28206504023008,6.054542382,4.074675324675325,0.39831781633516716,133.2587227206826,0.049111299,0.9907329401853412,0.12329676751042525,1.9907329401853413,1
BRK-B,9/30/19,4.582264003727911,7.476661023126132,26.279126050420167,7.373681159,208.08425414041326,1.6316521739130434,0.8169370128502212,0.22128054341331488,1.8169370128502211,0
NEE,12/31/21,60.550925815932175,2.5283758841402784,3.564091168,0.5044371788883699,375.07256102256105,0.041756189,0.9864538875487103,0.082777778,1.9864538875487103,1
BIIB,3/31/22,171.5915313173674,6.117943432851233,7.761614731392579,0.2647235402343372,224.19069013592758,0.035654110583906266,1.003686457120683,0.1346843221888946,2.003686457120683,1
GD,12/31/22,79.27621168995114,6.789512243100639,76.11111111111111,0.9471135586783137,74.71121305067723,0.085643752,0.98529689,0.090426065,1.985296889726673,1
PH,6/30/23,194.00309024569336,10.622154558208626,40.801640462272395,0.4549362490733877,158.2652130666881,0.054752502,0.8668050510292337,0.12035203166321498,1.8668050510292338,1
NTAP,9/30/22,82.46223292840975,1.6832237549293865,14.88888888888889,0.1501335368180084,454.73626902534147,0.020412056466997328,1.059320369,0.13595933926302414,2.059320369,1
EMR,3/31/20,41.58598367421905,1.4269056602247563,3.3002754820936637,0.43690137880223134,123.03760044744985,0.034312178,0.9597772277227723,0.078535293,1.9597772277227723,0
EXR,12/31/19,265.2944199379618,3.033736560287185,4.074675324675325,0.035707258,2417.3847144514602,0.011435357596275921,0.9907329401853412,0.3202530332883957,1.9907329401853413,1
EXPD,12/31/19,144.56869870313224,2.450586275382411,4.074675324675325,0.21951491747778248,241.14079133625097,0.016951015658061785,0.9907329401853412,0.077220336,1.9907329401853413,1
OGN,12/31/20,0,0,35.93333333333333,0.1675496000830996,504.72573309152847,0.056819362210449774,0.9755797250153909,0.33911965282083073,1.975579725015391,0
ADBE,3/31/20,115.79154574255428,10.383580357084123,3.3002754820936637,0.3149142195558362,422.28009204486307,0.089674771,0.9597772277227723,0.284759358,1.9597772277227723,0
MDT,6/30/23,21.857006697456548,2.387825323971578,25.229972929509515,0.8708302446256486,90.65653925852554,0.10924759080800593,0.8668050510292337,0.12545222387742072,1.8668050510292338,1
CLX,6/30/23,-220.7249216,4.315507639947867,26.970165289256197,0.17522238695329875,390.29409669069554,-0.01955152,0.8668050510292337,-0.111581174,1.8668050510292338,1
MMC,6/30/19,41.17367575022095,3.267607164393505,27.182009472742482,0.43826202615827975,127.16620147345212,0.079361561,0.760390244,0.18108244815376834,1.760390243902439,0
ALB,12/31/22,70.89002666682892,6.039080447766702,76.11111111111111,0.1986142233194075,419.8544830796369,0.085189423,0.98529689,0.4289190436011005,1.985296889726673,0
RJF,12/31/21,68.55967385174233,2.747510516804994,3.7342858872153153,0.25502101821578704,230.89328084850473,0.040074731,0.9864538875487103,0.15714285714285714,1.9864538875487103,0
AMD,12/31/22,289.5022577227968,1.814199488198309,76.11111111111111,0.5254462590201291,142.77192737119387,0.006266616,0.98529689,0.011926273942898446,1.985296889726673,0
BWA,12/31/20,89.48782369252798,1.0318010210730866,35.93333333333333,0.2636335306949205,221.74343722624684,0.011530071673418511,0.9755797250153909,0.043735225,1.975579725015391,0
PAYX,3/31/19,95.18177760466365,2.507133954331958,26.970165289256197,0.09594504,774.4774609460286,0.026340483,0.7776012708498808,0.2745371987425777,1.777601270849881,0
CTSH,9/30/21,42.55572263896465,2.076878275774464,21.646153846153847,0.4370412734725002,127.0490136175265,0.048803737,1.1211079660331582,0.11166848418756815,2.121107966033158,0
FE,3/31/19,79.96773661737856,1.232746610053423,26.970165289256197,0.30272564789991063,199.62817059425026,0.015415549597855228,0.7776012708498808,0.050922509,1.777601270849881,0
CPRT,6/30/22,28.260251046381764,0.7768852485645792,15.462857142857143,0.082900717,824.3479064,0.027490387,1.0411948457633737,0.3316061458798445,2.0411948457633735,1
CI,6/30/23,65.04261959,7.636119257175454,15.228250240433885,4.310322461082283,15.246457944430867,0.1174017790956264,0.8668050510292337,0.027237354085603113,1.8668050510292338,0
ALGN,12/31/21,1096.698096,18.53978120393143,3.7342858872153153,0.09490014,982.3214555606423,0.016905091078935078,0.9864538875487103,0.17813557553553183,1.9864538875487103,1
EOG,12/31/22,12.923986773099946,3.5021893515407565,76.11111111111111,0.720945689,724.7291347705122,0.27098366881883784,0.98529689,0.3758725141577769,1.985296889726673,1
MCD,3/31/20,30.108285808575367,4.982238390510703,3.3002754820936637,0.5629933691190401,-139.6169868,0.16547731817703398,0.9597772277227723,0.29392409796223595,1.9597772277227723,0
DOW,3/31/20,-3.283631056,0.7983567772156539,3.3002754820936637,1.0739922113461742,50.33810652682973,-0.243132302,0.9597772277227723,-0.226381811,1.9597772277227723,0
INVH,9/30/22,87.40311711976909,0.9250774594583114,14.88888888888889,0.053157191911484165,1586.2853620315107,0.010584032811903853,1.059320369,0.1991082002512112,2.059320369,1
NKE,9/30/20,-47.66811644,3.9448786914760703,62.475,0.6537816886654096,76.59351042903543,-0.082757176,0.9164826340092351,-0.126582278,1.9164826340092351,0
ANSS,3/31/21,480.28956395790556,10.705581895324695,8.687898089171975,0.064470333,2555.132811211983,0.022289849,1.0137385512073271,0.34573807973884296,2.0137385512073274,0
LW,12/31/19,218.85514307969999,2.678961072188033,4.074675324675325,0.10461278036394414,513.0253942917072,0.012240795598815066,0.9907329401853412,0.11701051779935275,1.9907329401853413,1
ISRG,12/31/19,153.4487170942368,6.441858966,4.074675324675325,0.12225983918747355,504.53688263825154,0.041980533,0.9907329401853412,0.34337140879196953,1.9907329401853413,1
NEE,6/30/23,10.421090807233538,2.0143064699674906,26.970165289256197,0.5283543365455893,259.9059058815017,0.19329132690882134,0.8668050510292337,0.3658365485794458,1.8668050510292338,1
ADBE,12/31/20,160.2478727810046,15.896615612948933,35.93333333333333,0.3349953256466189,440.40908084163897,0.099200166,0.9755797250153909,0.2961240310077519,1.975579725015391,1
JNPR,12/31/20,43.81679858,0.6617806702991555,35.93333333333333,0.11624597486236626,540.9125524,0.015103355146982446,0.9755797250153909,0.12992583325886872,1.975579725015391,0
